fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
10.1;0.72;0.78;3.0000000000000004;0.041;20.0;122.0;0.9941000000000001;3.14;0.77;11.9;4
8.799999999999999;0.36000000000000004;0.5700000000000001;3.5000000000000013;0.029;40.0;131.0;0.9930800000000001;3.33;0.08000000000000002;12.399999999999999;4
6.2;0.15999999999999998;0.07;0.7000000000000002;0.04;61.0;191.0;0.99422;3.6999999999999997;1.02;10.7;4
6.5;0.43999999999999995;0.38;6.4;0.046000000000000006;37.0;249.0;0.9944000000000001;3.04;0.5399999999999999;10.0;4
8.7;0.45000000000000007;0.33999999999999997;1.8;0.03;43.0;178.0;0.9955;3.31;0.49;10.5;4
8.2;0.24000000000000002;0.58;0.7;0.037000000000000005;39.0;142.0;0.99019;2.79;0.30999999999999994;11.799999999999999;4
7.699999999999999;0.3;0.51;14.600000000000001;0.054;56.0;190.0;1.001;3.56;0.64;8.9;4
4.0;0.38;5.551115123125783e-17;5.5;0.07;44.0;168.0;0.9960999999999999;3.4;0.44;7.9;4
8.1;0.31;0.32;2.1;0.049;35.0;103.0;0.9916400000000001;3.4;0.43;11.7;4
7.2;0.47000000000000003;0.12000000000000002;0.40000000000000013;0.064;31.0;132.0;0.9943099999999999;3.19;0.3400000000000001;9.0;4
6.4;0.12;0.31999999999999995;4.800000000000002;0.043;53.5;157.5;0.9948400000000001;3.63;0.38;10.3;4
6.5;0.07999999999999999;0.11000000000000004;4.1000000000000005;0.031;57.0;191.5;0.99402;3.6399999999999997;0.73;11.2;4
6.4;0.54;-0.6699999999999999;1.0999999999999999;-0.07999999999999999;42.0;115.0;0.9907;3.4299999999999997;0.39;11.3;4
8.2;0.24000000000000002;0.58;0.7;0.037000000000000005;39.0;142.0;0.99019;2.79;0.30999999999999994;11.799999999999999;4
7.3;0.18000000000000002;0.45;0.7999999999999998;0.043000000000000003;36.0;139.0;0.99219;3.2;0.21999999999999997;10.499999999999998;4
7.1000000000000005;0.22000000000000003;0.28;0.29999999999999993;0.044;22.0;95.0;0.99308;3.24;0.16999999999999998;10.0;4
9.8;0.32;0.5;3.0;0.07200000000000001;19.0;117.0;0.9978899999999999;2.91;0.4599999999999999;9.100000000000001;4
7.699999999999999;0.3;0.51;14.600000000000001;0.054;56.0;190.0;1.001;3.56;0.64;8.9;4
6.4;0.66;0.37999999999999995;12.65;0.155;41.0;185.0;0.9976999999999999;3.08;0.38999999999999996;9.200000000000001;4
7.1;0.29000000000000004;0.31000000000000005;2.7;0.043000000000000003;22.0;116.0;0.99578;3.31;0.5;9.299999999999999;4
7.500000000000002;0.08000000000000004;0.41;8.399999999999999;0.04;40.0;161.0;0.9943;3.0;0.6599999999999999;11.6;4
11.6;0.54;0.6000000000000001;8.2;0.033999999999999996;37.0;180.0;0.998;2.75;0.76;11.0;4
11.6;0.54;0.6000000000000001;8.2;0.033999999999999996;37.0;180.0;0.998;2.75;0.76;11.0;4
9.0;0.38;0.73;1.8000000000000007;0.039;22.0;121.0;0.9926;2.99;0.48000000000000004;11.5;4
6.9;0.5800000000000001;0.12000000000000002;0.7000000000000002;0.056;30.0;130.0;0.9932099999999999;3.11;0.21000000000000002;9.399999999999999;4
7.2;0.28;0.35;1.2999999999999998;0.045;7.0;133.0;0.99122;3.08;0.45;11.2;4
7.2;0.29000000000000004;0.35;1.2999999999999998;0.048;11.0;135.0;0.99132;3.0900000000000003;0.47000000000000003;11.2;4
6.9;0.5700000000000001;-0.7;1.3;-0.073;46.0;132.0;0.9919;3.59;0.29000000000000004;11.1;4
6.100000000000001;0.20000000000000004;0.32;7.7;0.041999999999999996;35.0;151.0;0.9931;3.28;0.6299999999999999;11.6;4
5.1000000000000005;0.61;-0.16999999999999998;5.0;0.037;25.0;97.0;0.99006;3.2800000000000002;0.49;11.900000000000002;4
6.3999999999999995;0.9400000000000001;-0.07999999999999999;2.7;0.031;27.0;92.0;0.99396;2.98;0.18000000000000005;8.7;4
6.5;0.54;0.09000000000000008;0.6;0.044;26.0;101.0;0.99036;2.9800000000000004;0.21000000000000002;10.100000000000001;4
6.1000000000000005;0.33;0.26;1.2;0.055;25.0;138.0;0.9959000000000001;3.8000000000000003;0.63;9.4;4
6.6;0.5900000000000001;0.25;5.8999999999999995;0.048999999999999995;16.0;116.0;0.9925;3.4099999999999997;0.88;14.0;4
7.2;0.31;0.27;1.6;0.042;14.0;85.0;0.991;2.99;0.6;12.3;4
6.8;0.25;0.10999999999999999;1.9999999999999998;0.0049999999999999975;12.0;142.0;0.9897400000000001;3.07;0.66;12.8;4
8.0;0.18000000000000005;0.31;1.7000000000000006;0.051000000000000004;72.0;182.0;0.99295;3.19;0.45999999999999996;10.1;4
6.199999999999999;0.27999999999999997;0.41;7.2;0.038;33.0;123.0;0.9946;3.5900000000000003;0.37;10.4;4
5.7;0.53;0.14999999999999997;1.7999999999999998;0.030000000000000002;22.0;81.0;0.9911;3.1799999999999997;0.25999999999999995;11.4;4
7.2;0.31;0.27;1.6;0.042;14.0;85.0;0.991;2.99;0.6;12.3;4
5.8;0.435;0.31;3.5;0.051;20.0;102.0;0.99675;3.4000000000000004;0.35;8.6;4
6.6;0.5900000000000001;0.25;5.8999999999999995;0.048999999999999995;16.0;116.0;0.9925;3.4099999999999997;0.88;14.0;4
6.300000000000001;0.37;-0.13999999999999996;0.9;0.037;28.0;97.0;0.9878600000000001;2.83;0.34;11.900000000000002;4
6.8;0.25;0.10999999999999999;1.9999999999999998;0.0049999999999999975;12.0;142.0;0.9897400000000001;3.07;0.66;12.8;4
5.8;0.10000000000000003;0.61;11.5;0.041;36.0;201.0;0.9968800000000001;3.06;0.45;9.0;4
5.8;0.10000000000000003;0.61;11.5;0.041;36.0;201.0;0.9968800000000001;3.06;0.45;9.0;4
7.5;0.48000000000000004;0.33;5.2;0.024000000000000004;33.0;84.0;0.99596;3.48;0.30000000000000004;9.4;4
5.8;0.10000000000000003;0.61;11.5;0.041;36.0;201.0;0.9968800000000001;3.06;0.45;9.0;4
6.3;0.7400000000000001;0.49;12.799999999999999;0.056;58.0;227.0;0.9978;3.1399999999999997;0.45000000000000007;9.4;4
7.699999999999999;0.49;0.43999999999999995;5.2;0.047999999999999994;31.0;122.0;0.9936;3.4;0.45;11.4;4
6.499999999999999;0.64;-0.020000000000000018;0.9000000000000001;0.052;30.0;129.0;0.99503;3.4699999999999998;0.5;9.9;4
8.399999999999999;0.33999999999999997;0.21999999999999997;5.3999999999999995;0.048999999999999995;10.0;74.0;0.9926100000000001;3.1599999999999997;0.44000000000000006;11.999999999999998;4
8.6;0.11000000000000001;0.55;8.0;-0.032;12.0;91.0;0.99412;2.9899999999999998;0.37000000000000005;12.0;4
7.3;0.6799999999999999;0.26;3.5;0.027000000000000003;15.0;78.0;0.99256;2.89;0.97;12.0;4
5.8;0.10000000000000003;0.61;11.5;0.041;36.0;201.0;0.9968800000000001;3.06;0.45;9.0;4
8.6;0.29000000000000004;0.24;4.800000000000001;0.018;40.0;96.0;0.99332;3.0100000000000002;0.37;11.2;4
7.5;0.48000000000000004;0.33;5.2;0.024000000000000004;33.0;84.0;0.99596;3.48;0.30000000000000004;9.4;4
8.5;0.715;0.21000000000000002;4.199999999999999;0.054000000000000006;26.0;154.0;0.9945300000000001;2.71;0.8400000000000001;12.0;4
5.8;0.4600000000000001;-0.7;1.0999999999999999;-0.08299999999999999;55.0;130.0;0.991;3.53;0.29000000000000004;11.3;4
4.8;0.895;-0.12999999999999998;0.6999999999999995;0.053;25.0;64.0;0.99282;3.55;0.15000000000000002;9.700000000000001;4
8.399999999999999;0.81;0.43;15.55;0.05500000000000001;32.5;364.5;0.9989;2.79;0.6499999999999999;11.0;4
7.4;0.76;0.97;1.5;0.049;19.0;132.0;0.9932000000000001;3.08;0.53;10.799999999999999;4
8.899999999999999;0.10000000000000003;0.74;1.3000000000000003;0.041;27.0;103.0;0.9921400000000001;3.19;0.37;10.5;4
6.2;0.28;0.6799999999999999;5.1;0.045;19.0;91.0;0.9902299999999999;3.3400000000000003;0.6;13.399999999999999;4
4.999999999999999;0.08500000000000002;0.21000000000000002;2.1000000000000005;0.049999999999999996;25.0;106.0;0.99395;3.6;0.73;8.399999999999999;4
10.2;0.44;0.88;6.2;0.049;20.0;124.0;0.9968;2.99;0.51;9.9;4
6.199999999999999;0.6;0.15999999999999998;-0.4;0.06;27.0;129.0;0.9923299999999999;3.38;0.20999999999999996;10.4;4
7.8;0.27;0.6599999999999999;0.5999999999999999;0.042;35.0;139.0;0.98949;2.92;0.22999999999999998;13.099999999999998;4
6.600000000000001;0.07000000000000003;0.49;0.30000000000000027;0.04;34.0;155.0;0.9916;3.03;0.8300000000000001;10.9;4
7.699999999999999;0.55;0.16999999999999998;1.5;0.034;27.0;81.0;0.9934;2.92;0.52;9.600000000000001;4
6.299999999999999;0.26;0.57;1.5999999999999999;0.045;19.0;87.0;0.9928;3.31;0.53;9.899999999999999;4
6.299999999999999;0.26;0.57;1.5999999999999999;0.045;19.0;87.0;0.9928;3.31;0.53;9.899999999999999;4
6.6000000000000005;0.44;0.36;2.3;0.037;16.0;94.0;0.99188;3.0900000000000003;0.22999999999999998;11.2;4
6.5;0.47;0.020000000000000018;0.4999999999999999;0.028999999999999998;33.0;98.0;0.98736;2.81;0.21000000000000002;11.8;4
6.600000000000001;0.07000000000000003;0.49;0.30000000000000027;0.04;34.0;155.0;0.9916;3.03;0.8300000000000001;10.9;4
7.300000000000001;0.12000000000000002;0.43000000000000005;15.4;-0.013000000000000005;19.0;95.0;0.99792;3.15;0.49000000000000005;11.1;4
8.3;0.8200000000000001;0.8200000000000001;17.85;0.049;48.0;241.0;0.9993;2.74;0.7199999999999999;9.2;4
7.699999999999999;0.55;0.16999999999999998;1.5;0.034;27.0;81.0;0.9934;2.92;0.52;9.600000000000001;4
6.3;0.22;0.5;7.1;0.047;68.0;209.0;0.9952;3.25;0.34;9.5;4
6.1;0.32000000000000006;0.5;7.799999999999999;0.056;68.0;231.0;0.9955;3.13;0.4;9.0;4
7.4;0.26;0.7999999999999999;12.700000000000001;0.049;53.5;161.5;0.9977400000000001;3.1399999999999997;0.45;8.600000000000001;4
9.4;0.36;0.5;0.6000000000000001;0.07100000000000001;17.0;119.0;0.9948899999999999;2.9200000000000004;0.3599999999999999;10.700000000000001;4
8.299999999999999;0.33999999999999997;0.6399999999999999;1.0;0.065;27.0;117.0;0.9934000000000001;3.18;0.29000000000000004;9.700000000000001;4
7.299999999999999;0.26999999999999996;0.6399999999999999;5.1;0.044;34.0;125.0;0.991;3.3400000000000003;0.35000000000000003;12.5;4
6.8;0.49;0.33;13.3;0.045;39.0;159.0;0.997;3.13;0.23999999999999994;9.700000000000001;4
9.0;0.48000000000000004;0.54;3.45;0.068;33.0;130.0;0.9945099999999999;3.08;0.22000000000000003;10.399999999999999;4
7.8;0.30000000000000004;0.41;0.09999999999999987;0.044;36.0;91.0;0.99102;3.08;0.38999999999999996;11.799999999999999;4
7.6000000000000005;0.24000000000000007;0.51;1.5999999999999999;0.128;17.0;150.0;0.9945;3.28;0.7;9.899999999999999;4
7.6000000000000005;0.24000000000000007;0.51;1.5999999999999999;0.128;17.0;150.0;0.9945;3.28;0.7;9.899999999999999;4
4.6000000000000005;0.28;0.09000000000000002;5.6;0.067;50.0;173.0;0.9939999999999999;3.45;0.27;10.1;4
6.8;0.49;0.33;13.3;0.045;39.0;159.0;0.997;3.13;0.23999999999999994;9.700000000000001;4
9.3;0.6700000000000002;0.55;1.6;0.046;12.0;139.0;0.9949;2.91;0.6299999999999999;9.700000000000001;4
6.8;0.49;0.33;13.3;0.045;39.0;159.0;0.997;3.13;0.23999999999999994;9.700000000000001;4
6.6;0.5800000000000001;0.33;14.3;0.046;39.0;157.0;0.9973;3.13;0.26999999999999996;10.200000000000001;4
8.3;0.28;0.5;20.0;0.058;51.0;236.0;1.0011;2.96;0.4700000000000001;9.299999999999999;4
5.9;0.4;0.5800000000000001;11.5;0.081;46.0;151.0;0.9983;2.9899999999999998;0.7;7.6;4
7.8;0.30000000000000004;0.41;0.09999999999999987;0.044;36.0;91.0;0.99102;3.08;0.38999999999999996;11.799999999999999;4
9.0;0.48000000000000004;0.54;3.45;0.068;33.0;130.0;0.9945099999999999;3.08;0.22000000000000003;10.399999999999999;4
7.699999999999999;0.27;0.9099999999999999;2.3;0.041;43.0;143.0;0.99049;3.18;0.29999999999999993;12.599999999999998;4
8.600000000000001;0.39;0.29000000000000004;3.5;0.07200000000000001;27.0;133.0;0.99671;3.0700000000000003;0.22000000000000003;8.799999999999999;4
7.8999999999999995;0.55;0.41;2.3;0.058;30.0;129.0;0.99413;3.4099999999999997;0.26;11.4;4
4.1000000000000005;0.235;0.09000000000000002;4.4;0.079;55.0;165.0;0.9954;3.81;0.44;9.4;4
7.6000000000000005;0.24000000000000007;0.51;1.5999999999999999;0.128;17.0;150.0;0.9945;3.28;0.7;9.899999999999999;4
10.4;0.4600000000000001;0.55;1.7;0.048999999999999995;12.0;138.0;0.9938;2.9600000000000004;0.6699999999999999;11.4;4
7.200000000000001;0.26;0.49;8.3;0.028999999999999998;45.0;150.0;0.9925;3.06;0.55;12.299999999999999;4
6.6;0.16000000000000003;0.8;5.2;0.02699999999999999;17.0;165.0;0.99472;3.52;0.45000000000000007;9.6;4
4.6000000000000005;0.28;0.09000000000000002;5.6;0.067;50.0;173.0;0.9939999999999999;3.45;0.27;10.1;4
6.8999999999999995;0.63;0.25;2.6;0.016;29.0;96.0;0.9902599999999999;2.9899999999999998;0.22000000000000008;11.9;4
6.5;0.30999999999999994;0.22000000000000003;1.5;0.046;16.0;62.0;0.993;3.19;0.42000000000000004;9.700000000000001;4
9.3;0.6700000000000002;0.55;1.6;0.046;12.0;139.0;0.9949;2.91;0.6299999999999999;9.700000000000001;4
6.6;0.5800000000000001;0.33;14.3;0.046;39.0;157.0;0.9973;3.13;0.26999999999999996;10.200000000000001;4
6.8;0.49;0.33;13.3;0.045;39.0;159.0;0.997;3.13;0.23999999999999994;9.700000000000001;4
5.0;0.43999999999999995;0.3;1.1500000000000001;0.045;5.0;50.0;0.98944;3.6699999999999995;0.030000000000000027;12.299999999999999;4
9.299999999999999;0.19000000000000006;0.73;5.500000000000002;0.04;39.0;129.0;0.99628;3.2600000000000002;0.16999999999999998;10.5;4
7.4;0.1600000000000001;0.51;1.7;0.123;17.0;148.0;0.9973000000000001;3.51;0.6699999999999999;8.899999999999999;4
8.9;1.53;0.45;8.299999999999999;0.036000000000000004;43.0;186.0;0.9975999999999999;3.0000000000000004;0.45999999999999996;10.899999999999999;4
7.100000000000001;0.040000000000000036;0.24;3.8;0.041999999999999996;38.0;158.0;0.9926;2.89;0.56;11.1;4
9.8;0.31000000000000005;0.88;1.1000000000000005;0.063;18.0;124.0;0.9972000000000001;3.17;0.5900000000000001;9.799999999999999;4
7.4;0.1600000000000001;0.51;1.7;0.123;17.0;148.0;0.9973000000000001;3.51;0.6699999999999999;8.899999999999999;4
6.899999999999999;0.33999999999999997;0.38999999999999996;1.5;0.052;26.0;124.0;0.9938;3.47;0.55;10.4;4
7.2;0.10999999999999999;0.32;0.8000000000000003;0.039;58.0;189.0;0.99442;3.67;1.11;11.0;4
7.8;0.32999999999999996;0.18;4.199999999999999;0.051;9.0;133.0;0.99412;3.0700000000000003;0.26000000000000006;8.899999999999999;4
7.9;0.6900000000000001;0.72;2.0;0.03900000000000001;21.0;126.0;0.9930000000000001;2.93;0.37;11.2;4
8.100000000000001;0.30999999999999994;0.58;0.5000000000000001;0.033;17.0;52.0;0.9943;3.1799999999999997;0.3499999999999999;8.4;4
7.4;0.27999999999999997;0.71;17.4;0.065;43.0;168.0;0.99898;3.0999999999999996;0.54;9.4;4
6.5;0.33000000000000007;0.75;13.5;0.048;69.0;229.0;0.9971;3.15;0.4700000000000001;9.6;4
8.3;0.24;0.84;17.050000000000004;0.040999999999999995;53.0;186.0;1.0008;3.2300000000000004;0.46;9.3;4
5.899999999999999;0.27499999999999997;0.6399999999999999;0.9000000000000001;0.033999999999999996;28.0;117.0;0.9914000000000001;3.65;0.4;10.600000000000001;4
8.399999999999999;0.38;0.59;8.600000000000001;0.049999999999999996;48.0;187.0;0.9974;3.3800000000000003;0.53;10.0;4
8.899999999999999;0.41000000000000003;0.6000000000000001;9.9;0.044;36.0;179.0;0.9958;3.35;0.49;12.4;4
6.7;0.37;0.39999999999999997;7.15;0.019999999999999997;41.0;186.0;0.9924;3.3200000000000003;0.27999999999999997;12.3;4
8.2;0.27999999999999997;0.13;7.499999999999999;-0.022000000000000006;44.0;196.0;0.99178;3.0;0.6000000000000001;13.600000000000001;4
6.0;0.55;0.08999999999999997;1.2000000000000002;0.040999999999999995;7.0;62.0;0.9913;3.64;0.23000000000000004;12.2;4
7.099999999999999;0.36;0.6399999999999999;1.0;0.047999999999999994;35.0;126.0;0.9896;3.23;0.43;12.4;4
8.2;0.55;0.48;1.3;0.030000000000000002;24.0;87.0;0.9945599999999999;3.45;0.26;10.4;4
5.6000000000000005;0.3;0.73;1.2000000000000002;0.075;8.0;155.0;0.9903;3.27;0.8399999999999999;12.1;4
9.7;0.18000000000000005;0.73;8.900000000000002;0.032;26.0;133.0;0.99648;3.0400000000000005;0.010000000000000009;10.7;4
7.800000000000001;0.28;0.6699999999999999;1.9000000000000001;0.04;35.0;168.0;0.9972000000000001;3.5399999999999996;0.36;9.5;4
8.2;0.17;0.030000000000000027;1.7;0.007000000000000006;16.0;123.0;0.995;3.27;0.34;10.0;4
8.899999999999999;0.51;0.63;3.7;0.046;22.0;124.0;0.9933000000000001;3.12;0.44000000000000006;11.7;4
9.1;0.32000000000000006;1.13;11.900000000000002;0.052;22.0;126.0;0.9966;3.11;0.48000000000000004;11.299999999999999;4
9.1;0.18;0.46;1.4;0.054;38.0;130.0;0.9948000000000001;3.0700000000000003;0.48;9.700000000000001;4
8.7;0.19;0.13;5.999999999999999;-0.0010000000000000078;50.0;204.0;0.9933799999999999;2.97;0.74;12.3;4
8.0;0.26;0.7999999999999999;6.600000000000001;0.043;56.5;159.5;0.9957400000000001;3.33;0.65;9.8;4
7.5;0.23999999999999996;0.46;12.5;0.07100000000000001;49.0;169.0;0.99768;3.1399999999999997;0.53;9.4;4
7.5;0.25;0.31;2.5999999999999996;0.022;10.0;144.0;0.99214;3.0999999999999996;0.66;11.5;4
9.3;0.64;0.97;3.7;0.04700000000000001;16.0;126.0;0.9946;2.97;0.49;11.799999999999999;4
9.599999999999998;0.21000000000000005;0.73;9.000000000000002;0.036000000000000004;29.0;135.0;0.99638;3.0400000000000005;0.010000000000000009;10.7;4
5.0;0.31;0.09000000000000002;8.9;0.062;49.0;162.0;0.9944999999999999;3.26;0.28;9.799999999999999;4
9.7;0.18000000000000005;0.73;8.900000000000002;0.032;26.0;133.0;0.99648;3.0400000000000005;0.010000000000000009;10.7;4
7.2;0.155;0.46;1.2;0.052;33.0;136.0;0.9929000000000001;3.1700000000000004;0.76;10.4;4
8.399999999999999;0.22;0.5499999999999999;8.700000000000001;0.036;50.5;153.5;0.9948400000000001;3.13;0.34;10.4;4
5.8999999999999995;0.32999999999999996;0.09000000000000002;8.3;0.069;53.0;164.0;0.9959999999999999;3.27;0.33;9.2;4
8.9;0.5549999999999999;0.36;8.0;0.058;23.0;95.0;0.99802;3.32;0.37;9.2;4
7.800000000000001;0.28;0.6699999999999999;1.9000000000000001;0.04;35.0;168.0;0.9972000000000001;3.5399999999999996;0.36;9.5;4
7.800000000000001;0.28;0.6699999999999999;1.9000000000000001;0.038;39.0;166.0;0.9973000000000001;3.5399999999999996;0.36;9.5;4
8.2;0.17;0.030000000000000027;1.7;0.007000000000000006;16.0;123.0;0.995;3.27;0.34;10.0;4
6.5;0.17;0.55;5.800000000000001;0.023999999999999994;13.0;166.0;0.9943200000000001;3.31;0.55;10.4;4
6.7;0.22;0.49;15.15;0.036;42.0;159.0;0.9989;3.2699999999999996;0.33;8.899999999999999;4
7.300000000000001;0.28;0.74;9.500000000000002;0.030999999999999993;48.0;157.0;0.9973;3.03;0.38;8.899999999999999;4
13.5;0.62;0.24;0.19999999999999996;0.043;32.0;158.0;0.99534;3.51;0.64;10.5;4
8.5;0.27;0.13;5.6;-0.007000000000000006;47.0;194.0;0.9933799999999999;2.91;0.77;12.3;4
6.7;0.62;0.24;0.19999999999999996;0.043;32.0;158.0;0.99534;3.51;0.64;10.5;4
6.7;0.22;0.49;15.15;0.036;42.0;159.0;0.9989;3.2699999999999996;0.33;8.899999999999999;4
7.300000000000001;0.28;0.74;9.500000000000002;0.030999999999999993;48.0;157.0;0.9973;3.03;0.38;8.899999999999999;4
8.5;0.26000000000000006;0.41;8.6;0.063;27.0;177.0;0.9954999999999999;3.39;0.20999999999999996;11.2;4
7.5;0.22;0.5;7.7;0.046;62.0;208.0;0.9942;3.16;0.3;11.1;4
8.6;0.22000000000000003;0.49;4.7;0.029;32.0;107.0;0.9941400000000001;3.3600000000000003;0.51;10.5;4
7.8;0.20999999999999996;0.71;13.6;0.055;43.0;175.0;0.9981800000000001;2.9699999999999998;0.76;8.6;4
10.1;0.020000000000000018;0.28;2.0;0.0040000000000000036;16.0;124.0;0.9949;3.17;0.38000000000000006;11.100000000000001;4
8.5;0.22;0.34;0.7;0.04;5.0;25.0;0.9918;3.04;0.37;10.5;4
8.7;0.33000000000000007;0.6599999999999999;0.5999999999999999;0.037000000000000005;33.0;147.0;0.99309;3.0;0.29999999999999993;10.399999999999999;4
7.3;0.13000000000000003;0.49;0.7000000000000002;0.035;26.0;106.0;0.9925400000000001;3.33;0.38999999999999996;9.5;4
8.6;0.22000000000000003;0.49;4.7;0.029;32.0;107.0;0.9941400000000001;3.3600000000000003;0.51;10.5;4
7.8;0.20999999999999996;0.71;13.6;0.055;43.0;175.0;0.9981800000000001;2.9699999999999998;0.76;8.6;4
8.5;0.12000000000000002;0.49;1.0000000000000002;0.038;27.0;104.0;0.99294;3.35;0.5399999999999999;10.299999999999999;4
6.7;0.32;0.020000000000000018;0.4;0.036;29.0;98.0;0.9908600000000001;2.9400000000000004;0.6;10.200000000000001;4
9.5;0.5349999999999999;0.37;5.3;0.068;33.0;151.0;0.9972300000000001;2.64;0.52;10.299999999999999;4
5.900000000000001;0.11000000000000001;0.49;3.9000000000000004;0.032;34.0;155.0;0.9944000000000001;3.03;0.73;9.5;4
5.900000000000001;0.12000000000000002;0.49;4.0;0.032;35.0;157.0;0.9944000000000001;3.02;0.73;9.5;4
6.5;0.54;-0.22999999999999998;1.1;0.023;33.0;101.0;0.98836;3.08;0.47;12.400000000000002;4
10.1;0.020000000000000018;0.28;2.0;0.0040000000000000036;16.0;124.0;0.9949;3.17;0.38000000000000006;11.100000000000001;4
7.100000000000001;2.7755575615628914e-17;0.49;4.4;0.048999999999999995;35.0;156.0;0.9952;3.08;0.76;10.2;4
6.6;0.48000000000000004;-0.010000000000000009;0.8999999999999999;0.0020000000000000018;45.0;129.0;0.9937;3.3299999999999996;0.22000000000000003;8.7;4
5.0;0.3;0.09000000000000002;0.8;0.069;45.0;153.0;0.9919999999999999;3.57;0.44;11.2;4
7.5;0.15;0.59;9.7;0.07;24.0;155.0;0.9988;3.58;0.6699999999999999;10.8;4
7.100000000000001;0.24000000000000002;0.49;7.3999999999999995;0.054;31.0;163.0;0.9964000000000001;3.19;0.8799999999999999;10.799999999999999;4
7.5;0.29000000000000004;0.6599999999999999;0.8999999999999999;0.029000000000000005;36.0;147.0;0.99269;3.3200000000000003;0.4599999999999999;11.099999999999998;4
8.3;0.26;0.46;8.0;0.047;44.0;181.0;0.99528;2.67;0.6699999999999999;9.2;4
7.100000000000001;2.7755575615628914e-17;0.49;4.4;0.048999999999999995;35.0;156.0;0.9952;3.08;0.76;10.2;4
7.1;0.6499999999999999;0.49;0.8999999999999999;0.039;32.0;158.0;0.99434;3.65;0.62;12.200000000000001;4
8.3;0.31;0.5;2.8;0.15099999999999997;8.0;111.0;0.9956400000000001;3.04;0.47000000000000003;10.1;4
6.499999999999999;0.72;0.15999999999999998;0.19999999999999996;0.035;27.0;127.0;0.9913299999999999;3.4299999999999997;0.19;11.2;4
7.1;0.6499999999999999;0.49;0.8999999999999999;0.039;32.0;158.0;0.99434;3.65;0.62;12.200000000000001;4
8.3;0.31;0.5;2.8;0.15099999999999997;8.0;111.0;0.9956400000000001;3.04;0.47000000000000003;10.1;4
8.799999999999999;0.27999999999999997;0.6399999999999999;3.3;0.047999999999999994;29.0;117.0;0.9934000000000001;3.24;0.46;10.4;4
7.7;0.19;0.49;15.050000000000002;0.039999999999999994;37.0;159.0;0.9988;3.05;0.35;9.399999999999999;4
7.199999999999999;0.11000000000000001;0.46;2.8000000000000003;0.054;19.0;111.0;0.99605;3.6100000000000003;0.7;9.2;4
